url,median_ms,status,runs_seconds
http://127.0.0.1:3001/,1.75,PASS,0.045427,0.001745,0.001995,0.001239,0.001714
http://127.0.0.1:3001/login,1.44,PASS,0.071773,0.002848,0.001441,0.001149,0.000803
http://127.0.0.1:3001/signup,1.32,PASS,0.083769,0.001320,0.001377,0.000888,0.000726
http://127.0.0.1:3001/credits,0.80,PASS,0.076217,0.000972,0.000798,0.000684,0.000799
http://127.0.0.1:3001/policy,1.00,PASS,0.001914,0.000998,0.000877,0.001117,0.000966
http://127.0.0.1:3001/impressum,0.84,PASS,0.001061,0.000864,0.000840,0.000795,0.000767
http://127.0.0.1:3001/studio,6.76,PASS,0.024856,0.007198,0.006764,0.005187,0.004134
http://127.0.0.1:3001/studio/image,4.43,PASS,0.004434,0.005084,0.004086,0.006051,0.004374
http://127.0.0.1:3001/studio/video,3.75,PASS,0.003747,0.004377,0.003171,0.003107,0.004641
http://127.0.0.1:3001/admin,1.03,PASS,0.053923,0.001148,0.000858,0.001028,0.000830
