url,median_ms,status,runs_seconds
http://127.0.0.1:3001/,1.28,PASS,0.001754,0.001803,0.001283,0.001126,0.001249
http://127.0.0.1:3001/login,1.16,PASS,0.001456,0.001092,0.000972,0.001155,0.001170
http://127.0.0.1:3001/signup,1.06,PASS,0.001731,0.001057,0.001123,0.000849,0.000895
http://127.0.0.1:3001/credits,1.08,PASS,0.001566,0.000982,0.001167,0.000842,0.001080
http://127.0.0.1:3001/policy,1.10,PASS,0.001305,0.001099,0.001131,0.000956,0.001098
http://127.0.0.1:3001/impressum,1.05,PASS,0.000999,0.001048,0.001131,0.001118,0.000919
http://127.0.0.1:3001/studio,4.12,PASS,0.004125,0.004431,0.005428,0.003747,0.003226
http://127.0.0.1:3001/studio/image,3.85,PASS,0.004593,0.004375,0.003444,0.003851,0.003780
http://127.0.0.1:3001/studio/video,3.27,PASS,0.003668,0.003894,0.002917,0.003269,0.002656
http://127.0.0.1:3001/admin,1.07,PASS,0.001232,0.001232,0.001068,0.000921,0.000959
